sport,api_version,season,seasonId,week_number,game_number,season_type,playerId,uniformNumber,uniformNumberDisplay,primaryPositionLk,secondaryPositionLk,first_name,last_name,full_name,player_id,uniform_number,uniform_number_display,primary_position_lk,secondary_position_lk,team_id,sets_played,kills,kills_per_set,attack_errors,attack_attempts,attack_percentage,assists,assists_per_set,setting_errors,service_errors,service_aces,service_aces_per_set,total_reception_attempts,reception_errors,positive_reception_pct,digs,digs_per_set,blocks,blocks_per_set,au_total_points
volleyball,v1,2021,3,3,16,Championship,89,26,26,SETTR,,Brie,King,Brie King,89,26,26,SETTR,,34,3,3,1.0,0,6,0.5,42,14.0,0,0,0,0.0,0,0,0.0,11,3.67,1,0.33,273
volleyball,v1,2021,3,3,16,Championship,60,21,21,SETTR,,Amanda,Peterson,Amanda Peterson,60,21,21,SETTR,,37,2,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,40
volleyball,v1,2021,3,3,16,Championship,67,19,19,OPPHT,,Katie,Carter,Katie Carter,67,19,19,OPPHT,,37,3,0,0.0,0,3,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,40
volleyball,v1,2021,3,3,16,Championship,122,95,95,OPPHT,,Ebony,Nwanebu,Ebony Nwanebu,122,95,95,OPPHT,,37,3,15,5.0,5,39,0.26,0,0.0,0,0,0,0.0,0,0,0.0,10,3.33,1,0.33,162
volleyball,v1,2021,3,3,16,Championship,132,90,90,OUTHT,,Odina,Aliyeva,Odina Aliyeva,132,90,90,OUTHT,,37,1,0,0.0,0,2,0.0,0,0.0,0,0,0,0.0,7,1,0.43,2,2.0,0,0.0,44
volleyball,v1,2021,3,3,16,Championship,144,50,50,MBLCK,,Ci,Michel,Ci Michel,144,50,50,MBLCK,,37,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,40
volleyball,v1,2021,3,3,16,Championship,139,42,42,OUTHT,,Symone,Abbott,Symone Abbott,139,42,42,OUTHT,,37,3,6,2.0,3,20,0.15,0,0.0,0,1,0,0.0,25,2,0.32,5,1.67,2,0.67,85
volleyball,v1,2021,3,3,16,Championship,121,55,55,MBLCK,,Ali,Bastianelli,Ali Bastianelli,121,55,55,MBLCK,,37,3,3,1.0,1,13,0.15,0,0.0,0,0,0,0.0,0,0,0.0,1,0.33,3,1.0,93
volleyball,v1,2021,3,3,16,Championship,58,7,7,LIB,,Tiffany,Clark,Tiffany Clark,58,7,7,LIB,,37,3,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,20,1,0.4,14,4.67,0,0.0,114
volleyball,v1,2021,3,3,16,Championship,117,17,17,SETTR,,Taylor,Bruns,Taylor Bruns,117,17,17,SETTR,,37,3,1,0.33,0,9,0.11,30,10.0,0,0,0,0.0,0,0,0.0,3,1.0,1,0.33,105
volleyball,v1,2021,3,3,16,Championship,147,77,77,MBLCK,,Cori,Crocker,Cori Crocker,147,77,77,MBLCK,,37,3,5,1.67,2,14,0.21,1,0.33,0,1,0,0.0,0,0,0.0,2,0.67,1,0.33,71
volleyball,v1,2021,3,3,16,Championship,64,8,8,OUTHT,,Cassidy,Lichtman,Cassidy Lichtman,64,8,8,OUTHT,,37,3,4,1.33,3,19,0.05,0,0.0,0,0,2,0.67,12,0,0.42,9,3.0,0,0.0,115
volleyball,v1,2021,3,3,17,Championship,117,17,17,SETTR,,Taylor,Bruns,Taylor Bruns,117,17,17,SETTR,,37,3,0,0.0,0,2,0.0,40,13.33,0,1,0,0.0,0,0,0.0,9,3.0,0,0.0,77
volleyball,v1,2021,3,3,17,Championship,144,50,50,MBLCK,,Ci,Michel,Ci Michel,144,50,50,MBLCK,,37,2,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,
volleyball,v1,2021,3,3,17,Championship,139,42,42,OUTHT,,Symone,Abbott,Symone Abbott,139,42,42,OUTHT,,37,3,17,5.67,2,34,0.44,0,0.0,0,0,2,0.67,27,1,0.59,14,4.67,0,0.0,266
volleyball,v1,2021,3,3,17,Championship,132,90,90,OUTHT,,Odina,Aliyeva,Odina Aliyeva,132,90,90,OUTHT,,37,1,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,1,1.0,0,0.0,5
volleyball,v1,2021,3,3,17,Championship,121,55,55,MBLCK,,Ali,Bastianelli,Ali Bastianelli,121,55,55,MBLCK,,37,3,7,2.33,6,18,0.06,0,0.0,0,2,0,0.0,0,0,0.0,0,0.0,2,0.67,-8
volleyball,v1,2021,3,3,17,Championship,64,8,8,OUTHT,,Cassidy,Lichtman,Cassidy Lichtman,64,8,8,OUTHT,,37,3,2,0.67,2,16,0.0,1,0.33,0,0,0,0.0,23,0,0.65,12,4.0,1,0.33,95
volleyball,v1,2021,3,3,17,Championship,122,95,95,OPPHT,,Ebony,Nwanebu,Ebony Nwanebu,122,95,95,OPPHT,,37,3,7,2.33,2,23,0.22,1,0.33,0,0,0,0.0,0,0,0.0,8,2.67,1,0.33,85
volleyball,v1,2021,3,3,17,Championship,67,19,19,OPPHT,,Katie,Carter,Katie Carter,67,19,19,OPPHT,,37,3,4,1.33,4,16,0.0,0,0.0,0,0,2,0.67,0,0,0.0,0,0.0,1,0.33,20
volleyball,v1,2021,3,3,17,Championship,60,21,21,SETTR,,Amanda,Peterson,Amanda Peterson,60,21,21,SETTR,,37,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,
volleyball,v1,2021,3,3,17,Championship,58,7,7,LIB,,Tiffany,Clark,Tiffany Clark,58,7,7,LIB,,37,3,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,19,0,0.58,14,4.67,0,0.0,92
volleyball,v1,2021,3,3,17,Championship,147,77,77,MBLCK,,Cori,Crocker,Cori Crocker,147,77,77,MBLCK,,37,3,6,2.0,3,16,0.19,0,0.0,0,1,0,0.0,0,0,0.0,0,0.0,1,0.33,16
volleyball,v1,2021,3,3,17,Championship,118,6,6,MBLCK,,Lauren,Gibbemeyer,Lauren Gibbemeyer,118,6,6,MBLCK,,36,3,4,1.33,1,13,0.23,1,0.33,0,1,1,0.33,0,0,0.0,4,1.33,2,0.67,249
volleyball,v1,2021,3,3,17,Championship,91,24,24,OUTHT,,Aury,Cruz,Aury Cruz,91,24,24,OUTHT,,36,3,12,4.0,2,27,0.37,2,0.67,1,0,0,0.0,10,1,0.9,9,3.0,1,0.33,365
volleyball,v1,2021,3,3,17,Championship,115,3,3,SETTR,,Samantha,Seliger-Swenson,Samantha Seliger-Swenson,115,3,3,SETTR,,36,3,3,1.0,0,3,1.0,33,11.0,0,0,0,0.0,0,0,0.0,11,3.67,0,0.0,312
volleyball,v1,2021,3,3,17,Championship,150,49,49,MBLCK,,Briana,Holman,Briana Holman,150,49,49,MBLCK,,36,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,180
volleyball,v1,2021,3,3,17,Championship,119,27,27,LIB,,Dalianliz,Rosado,Dalianliz Rosado,119,27,27,LIB,,36,3,0,0.0,0,0,0.0,6,2.0,0,0,0,0.0,34,2,0.47,12,4.0,0,0.0,254
volleyball,v1,2021,3,3,17,Championship,112,34,34,SETTR,,Kaylee,Manns,Kaylee Manns,112,34,34,SETTR,,36,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,180
volleyball,v1,2021,3,3,17,Championship,81,16,16,OPPHT,,Sherridan,Atkinson,Sherridan Atkinson,81,16,16,OPPHT,,36,3,7,2.33,3,30,0.13,0,0.0,0,1,0,0.0,0,0,0.0,11,3.67,3,1.0,283
volleyball,v1,2021,3,3,17,Championship,140,41,41,MBLCK,,Taylor,Sandbothe,Taylor Sandbothe,140,41,41,MBLCK,,36,3,8,2.67,2,19,0.32,2,0.67,0,1,0,0.0,0,0,0.0,0,0.0,2,0.67,238
volleyball,v1,2021,3,3,17,Championship,141,14,14,OUTHT,,Leah,Edmond,Leah Edmond,141,14,14,OUTHT,,36,3,16,5.33,5,43,0.26,0,0.0,0,2,0,0.0,19,1,0.58,9,3.0,2,0.67,311
volleyball,v1,2021,3,3,17,Championship,131,26,26,OPPHT,,Erica,Wilson,Erica Wilson,131,26,26,OPPHT,,36,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,180
volleyball,v1,2021,3,3,17,Championship,146,44,44,OPPHT,,Willow,Johnson,Willow Johnson,146,44,44,OPPHT,,36,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,180
volleyball,v1,2021,3,3,18,Championship,120,29,29,OUTHT,OPPHT,Lindsay,Stalzer,Lindsay Stalzer,120,29,29,OUTHT,OPPHT,35,3,6,2.0,2,18,0.22,0,0.0,0,0,0,0.0,21,1,0.24,6,2.0,2,0.67,216
volleyball,v1,2021,3,3,18,Championship,74,15,15,MBLCK,,Nia,Grant,Nia Grant,74,15,15,MBLCK,,35,3,5,1.67,1,13,0.31,1,0.33,0,0,0,0.0,0,0,0.0,3,1.0,2,0.67,208
volleyball,v1,2021,3,3,18,Championship,59,25,25,OPPHT,,Karsta,Lowe,Karsta Lowe,59,25,25,OPPHT,,35,3,16,5.33,5,38,0.29,0,0.0,1,0,0,0.0,1,1,0.0,11,3.67,1,0.33,311
volleyball,v1,2021,3,3,18,Championship,70,23,23,MBLCK,,Molly,Lohman,Molly Lohman,70,23,23,MBLCK,,35,3,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,1,0.33,0,0.0,145
volleyball,v1,2021,3,3,18,Championship,78,22,22,OPPHT,,Sareea,Freeman,Sareea Freeman,78,22,22,OPPHT,,35,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,140
volleyball,v1,2021,3,3,18,Championship,116,40,40,LIB,,Nomaris,Vélez Agosto,Nomaris Vélez Agosto,116,40,40,LIB,,35,3,0,0.0,0,0,0.0,3,1.0,0,0,0,0.0,12,0,0.75,14,4.67,0,0.0,231
volleyball,v1,2021,3,3,18,Championship,71,7,7,OUTHT,,Erin,Fairs,Erin Fairs,71,7,7,OUTHT,,35,3,0,0.0,0,0,0.0,0,0.0,0,0,1,0.33,11,1,0.45,4,1.33,0,0.0,170
volleyball,v1,2021,3,3,18,Championship,114,30,30,MBLCK,,Lianna,Sybeldon,Lianna Sybeldon,114,30,30,MBLCK,,35,3,5,1.67,0,14,0.36,1,0.33,0,1,0,0.0,0,0,0.0,3,1.0,2,0.67,212
volleyball,v1,2021,3,3,18,Championship,148,52,52,SETTR,,Kelly,Hunter,Kelly Hunter,148,52,52,SETTR,,35,3,2,0.67,0,5,0.4,37,12.33,0,1,2,0.67,0,0,0.0,14,4.67,0,0.0,319
volleyball,v1,2021,3,3,18,Championship,77,4,4,SETTR,,Erica,Handley,Erica Handley,77,4,4,SETTR,,35,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,140
volleyball,v1,2021,3,3,18,Championship,128,81,81,OUTHT,,Bethania,De La Cruz,Bethania De La Cruz,128,81,81,OUTHT,,35,3,12,4.0,2,31,0.32,0,0.0,0,1,0,0.0,9,0,0.67,7,2.33,1,0.33,263
volleyball,v1,2021,3,3,18,Championship,149,47,47,MBLCK,,Kristy,Wieser,Kristy Wieser,149,47,47,MBLCK,,34,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,40
volleyball,v1,2021,3,3,18,Championship,55,10,10,OUTHT,,Jordan,Larson,Jordan Larson,55,10,10,OUTHT,,34,3,20,6.67,6,49,0.29,0,0.0,0,2,0,0.0,5,0,0.6,15,5.0,1,0.33,225
volleyball,v1,2021,3,3,18,Championship,68,18,18,OUTHT,,Deja,McClendon,Deja McClendon,68,18,18,OUTHT,,34,3,8,2.67,1,22,0.32,0,0.0,0,1,0,0.0,39,3,0.49,8,2.67,1,0.33,138
volleyball,v1,2021,3,3,18,Championship,90,13,13,OPPHT,,Sheilla,Castro,Sheilla Castro,90,13,13,OPPHT,,34,3,8,2.67,4,37,0.11,2,0.67,0,2,0,0.0,0,0,0.0,9,3.0,0,0.0,87
volleyball,v1,2021,3,3,18,Championship,88,28,28,MBLCK,,Taylor,Morgan,Taylor Morgan,88,28,28,MBLCK,,34,3,1,0.33,1,9,0.0,0,0.0,0,1,0,0.0,0,0,0.0,2,0.67,1,0.33,50
volleyball,v1,2021,3,3,18,Championship,151,45,45,SETTR,,Kylie,Pickrell,Kylie Pickrell,151,45,45,SETTR,,34,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,40
volleyball,v1,2021,3,3,18,Championship,143,80,80,OUTHT,OPPHT,Holly,Toliver,Holly Toliver,143,80,80,OUTHT,OPPHT,34,3,0,0.0,0,0,0.0,0,0.0,0,2,2,0.67,0,0,0.0,0,0.0,0,0.0,48
volleyball,v1,2021,3,3,18,Championship,62,1,1,LIB,,Kristen,Tupac,Kristen Tupac,62,1,1,LIB,,34,3,0,0.0,0,0,0.0,3,1.0,0,0,0,0.0,26,0,0.58,8,2.67,0,0.0,113
volleyball,v1,2021,3,3,18,Championship,113,33,33,OPPHT,,Alex,Holston,Alex Holston,113,33,33,OPPHT,,34,1,0,0.0,0,1,0.0,0,0.0,0,0,1,1.0,0,0,0.0,0,0.0,0,0.0,52
volleyball,v1,2021,3,3,18,Championship,89,26,26,SETTR,,Brie,King,Brie King,89,26,26,SETTR,,34,3,0,0.0,1,3,-0.33,38,12.67,0,0,0,0.0,0,0,0.0,12,4.0,0,0.0,126
volleyball,v1,2021,3,3,18,Championship,56,5,5,MBLCK,,Molly,McCage,Molly McCage,56,5,5,MBLCK,,34,3,9,3.0,2,20,0.35,0,0.0,0,1,0,0.0,0,0,0.0,0,0.0,0,0.0,80
volleyball,v1,2021,3,4,19,Championship,116,40,40,LIB,,Nomaris,Vélez Agosto,Nomaris Vélez Agosto,116,40,40,LIB,,41,3,0,0.0,0,0,0.0,1,0.33,0,0,0,0.0,14,3,0.43,8,2.67,0,0.0,17
volleyball,v1,2021,3,4,19,Championship,60,21,21,SETTR,,Amanda,Peterson,Amanda Peterson,60,21,21,SETTR,,41,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,
volleyball,v1,2021,3,4,19,Championship,113,33,33,OPPHT,,Alex,Holston,Alex Holston,113,33,33,OPPHT,,41,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,
volleyball,v1,2021,3,4,19,Championship,132,90,90,OUTHT,,Odina,Aliyeva,Odina Aliyeva,132,90,90,OUTHT,,41,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,
volleyball,v1,2021,3,4,19,Championship,148,52,52,SETTR,,Kelly,Hunter,Kelly Hunter,148,52,52,SETTR,,41,3,1,0.33,2,5,-0.2,22,7.33,0,0,0,0.0,0,0,0.0,9,3.0,1,0.33,63
volleyball,v1,2021,3,4,19,Championship,150,49,49,MBLCK,,Briana,Holman,Briana Holman,150,49,49,MBLCK,,41,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,
volleyball,v1,2021,3,4,19,Championship,141,14,14,OUTHT,,Leah,Edmond,Leah Edmond,141,14,14,OUTHT,,41,3,6,2.0,3,19,0.16,0,0.0,0,0,0,0.0,5,0,0.2,8,2.67,3,1.0,90
volleyball,v1,2021,3,4,19,Championship,120,29,29,OUTHT,OPPHT,Lindsay,Stalzer,Lindsay Stalzer,120,29,29,OUTHT,OPPHT,41,3,2,0.67,0,14,0.14,0,0.0,0,1,0,0.0,47,1,0.55,5,1.67,1,0.33,85
volleyball,v1,2021,3,4,19,Championship,121,55,55,MBLCK,,Ali,Bastianelli,Ali Bastianelli,121,55,55,MBLCK,,41,3,3,1.0,2,10,0.1,0,0.0,0,3,0,0.0,0,0,0.0,0,0.0,3,1.0,12
volleyball,v1,2021,3,4,19,Championship,81,16,16,OPPHT,,Sherridan,Atkinson,Sherridan Atkinson,81,16,16,OPPHT,,41,3,10,3.33,3,34,0.21,0,0.0,0,1,0,0.0,0,0,0.0,5,1.67,2,0.67,105
volleyball,v1,2021,3,4,19,Championship,147,77,77,MBLCK,,Cori,Crocker,Cori Crocker,147,77,77,MBLCK,,41,3,5,1.67,0,9,0.56,0,0.0,0,2,1,0.33,0,0,0.0,0,0.0,1,0.33,48
volleyball,v1,2021,3,4,19,Championship,131,26,26,OPPHT,,Erica,Wilson,Erica Wilson,131,26,26,OPPHT,,39,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,180
volleyball,v1,2021,3,4,19,Championship,117,17,17,SETTR,,Taylor,Bruns,Taylor Bruns,117,17,17,SETTR,,39,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,180
volleyball,v1,2021,3,4,19,Championship,112,34,34,SETTR,,Kaylee,Manns,Kaylee Manns,112,34,34,SETTR,,39,3,3,1.0,0,4,0.75,37,12.33,0,1,0,0.0,0,0,0.0,9,3.0,0,0.0,278
volleyball,v1,2021,3,4,19,Championship,67,19,19,OPPHT,,Katie,Carter,Katie Carter,67,19,19,OPPHT,,39,1,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,180
volleyball,v1,2021,3,4,19,Championship,118,6,6,MBLCK,,Lauren,Gibbemeyer,Lauren Gibbemeyer,118,6,6,MBLCK,,39,3,8,2.67,1,15,0.47,2,0.67,0,0,1,0.33,0,0,0.0,0,0.0,6,2.0,318
volleyball,v1,2021,3,4,19,Championship,58,7,7,LIB,,Tiffany,Clark,Tiffany Clark,58,7,7,LIB,,39,3,0,0.0,0,0,0.0,1,0.33,0,0,0,0.0,26,0,0.77,9,3.0,0,0.0,266
volleyball,v1,2021,3,4,19,Championship,55,10,10,OUTHT,,Jordan,Larson,Jordan Larson,55,10,10,OUTHT,,39,3,15,5.0,6,33,0.27,7,2.33,0,2,0,0.0,3,0,1.0,14,4.67,2,0.67,379
volleyball,v1,2021,3,4,19,Championship,140,41,41,MBLCK,,Taylor,Sandbothe,Taylor Sandbothe,140,41,41,MBLCK,,39,3,2,0.67,4,10,-0.2,0,0.0,0,2,2,0.67,0,0,0.0,1,0.33,0,0.0,161
volleyball,v1,2021,3,4,19,Championship,91,24,24,OUTHT,,Aury,Cruz,Aury Cruz,91,24,24,OUTHT,,39,3,12,4.0,0,23,0.52,1,0.33,0,1,1,0.33,21,1,0.48,8,2.67,0,0.0,369
volleyball,v1,2021,3,4,19,Championship,122,95,95,OPPHT,,Ebony,Nwanebu,Ebony Nwanebu,122,95,95,OPPHT,,39,3,12,4.0,8,33,0.12,0,0.0,0,1,0,0.0,0,0,0.0,9,3.0,1,0.33,229
volleyball,v1,2021,3,4,19,Championship,144,50,50,MBLCK,,Ci,Michel,Ci Michel,144,50,50,MBLCK,,39,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,180
volleyball,v1,2021,3,4,20,Championship,70,23,23,MBLCK,,Molly,Lohman,Molly Lohman,70,23,23,MBLCK,,40,3,0,0.0,0,0,0.0,0,0.0,0,1,0,0.0,0,0,0.0,1,0.33,0,0.0,137
volleyball,v1,2021,3,4,20,Championship,59,25,25,OPPHT,,Karsta,Lowe,Karsta Lowe,59,25,25,OPPHT,,40,3,25,8.33,3,49,0.45,0,0.0,0,1,0,0.0,0,0,0.0,6,2.0,2,0.67,410
volleyball,v1,2021,3,4,20,Championship,78,22,22,OPPHT,,Sareea,Freeman,Sareea Freeman,78,22,22,OPPHT,,40,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,140
volleyball,v1,2021,3,4,20,Championship,89,26,26,SETTR,,Brie,King,Brie King,89,26,26,SETTR,,40,3,2,0.67,0,2,1.0,44,14.67,0,1,2,0.67,0,0,0.0,10,3.33,1,0.33,318
volleyball,v1,2021,3,4,20,Championship,74,15,15,MBLCK,,Nia,Grant,Nia Grant,74,15,15,MBLCK,,40,3,5,1.67,3,14,0.14,0,0.0,0,1,0,0.0,0,0,0.0,2,0.67,1,0.33,158
volleyball,v1,2021,3,4,20,Championship,68,18,18,OUTHT,,Deja,McClendon,Deja McClendon,68,18,18,OUTHT,,40,3,7,2.33,1,22,0.27,1,0.33,0,1,0,0.0,6,0,0.67,14,4.67,1,0.33,287
volleyball,v1,2021,3,4,20,Championship,77,4,4,SETTR,,Erica,Handley,Erica Handley,77,4,4,SETTR,,40,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,140
volleyball,v1,2021,3,4,20,Championship,119,27,27,LIB,,Dalianliz,Rosado,Dalianliz Rosado,119,27,27,LIB,,40,3,0,0.0,0,0,0.0,4,1.33,0,0,0,0.0,25,3,0.32,10,3.33,0,0.0,174
volleyball,v1,2021,3,4,20,Championship,88,28,28,MBLCK,,Taylor,Morgan,Taylor Morgan,88,28,28,MBLCK,,40,3,6,2.0,2,11,0.36,1,0.33,0,2,0,0.0,0,0,0.0,0,0.0,2,0.67,173
volleyball,v1,2021,3,4,20,Championship,143,80,80,OUTHT,OPPHT,Holly,Toliver,Holly Toliver,143,80,80,OUTHT,OPPHT,40,3,0,0.0,0,0,0.0,0,0.0,0,1,0,0.0,1,0,1.0,4,1.33,0,0.0,154
volleyball,v1,2021,3,4,20,Championship,139,42,42,OUTHT,,Symone,Abbott,Symone Abbott,139,42,42,OUTHT,,40,3,8,2.67,1,24,0.29,0,0.0,0,1,0,0.0,31,2,0.45,7,2.33,0,0.0,223
volleyball,v1,2021,3,4,20,Championship,128,81,81,OUTHT,,Bethania,De La Cruz,Bethania De La Cruz,128,81,81,OUTHT,,38,3,11,3.67,3,36,0.22,0,0.0,0,2,2,0.67,10,0,0.6,9,3.0,0,0.0,157
volleyball,v1,2021,3,4,20,Championship,66,2,2,SETTR,,Valerie,Nichol,Valerie Nichol,66,2,2,SETTR,,38,1,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,40
volleyball,v1,2021,3,4,20,Championship,56,5,5,MBLCK,,Molly,McCage,Molly McCage,56,5,5,MBLCK,,38,3,8,2.67,1,16,0.44,0,0.0,0,0,0,0.0,0,0,0.0,1,0.33,0,0.0,97
volleyball,v1,2021,3,4,20,Championship,151,45,45,SETTR,,Kylie,Pickrell,Kylie Pickrell,151,45,45,SETTR,,38,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,40
volleyball,v1,2021,3,4,20,Championship,114,30,30,MBLCK,,Lianna,Sybeldon,Lianna Sybeldon,114,30,30,MBLCK,,38,3,3,1.0,2,10,0.1,0,0.0,0,0,1,0.33,0,0,0.0,2,0.67,1,0.33,74
volleyball,v1,2021,3,4,20,Championship,71,7,7,OUTHT,,Erin,Fairs,Erin Fairs,71,7,7,OUTHT,,38,2,0,0.0,0,0,0.0,0,0.0,0,1,0,0.0,0,0,0.0,1,0.5,0,0.0,37
volleyball,v1,2021,3,4,20,Championship,64,8,8,OUTHT,,Cassidy,Lichtman,Cassidy Lichtman,64,8,8,OUTHT,,38,3,3,1.0,2,18,0.06,1,0.33,0,0,1,0.33,7,0,0.86,10,3.33,0,0.0,115
volleyball,v1,2021,3,4,20,Championship,149,47,47,MBLCK,,Kristy,Wieser,Kristy Wieser,149,47,47,MBLCK,,38,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,40
volleyball,v1,2021,3,4,20,Championship,115,3,3,SETTR,,Samantha,Seliger-Swenson,Samantha Seliger-Swenson,115,3,3,SETTR,,38,3,1,0.33,0,3,0.33,32,10.67,0,0,1,0.33,0,0,0.0,9,3.0,0,0.0,137
volleyball,v1,2021,3,4,20,Championship,62,1,1,LIB,,Kristen,Tupac,Kristen Tupac,62,1,1,LIB,,38,3,0,0.0,0,0,0.0,2,0.67,0,0,0,0.0,43,2,0.53,10,3.33,0,0.0,114
volleyball,v1,2021,3,4,20,Championship,90,13,13,OPPHT,,Sheilla,Castro,Sheilla Castro,90,13,13,OPPHT,,38,3,12,4.0,3,28,0.32,1,0.33,0,0,1,0.33,0,0,0.0,5,1.67,1,0.33,150
volleyball,v1,2021,3,4,21,Championship,74,15,15,MBLCK,,Nia,Grant,Nia Grant,74,15,15,MBLCK,,40,3,3,1.0,1,8,0.25,0,0.0,0,0,0,0.0,0,0,0.0,1,0.33,2,0.67,81
volleyball,v1,2021,3,4,21,Championship,59,25,25,OPPHT,,Karsta,Lowe,Karsta Lowe,59,25,25,OPPHT,,40,3,13,4.33,9,48,0.08,0,0.0,0,1,1,0.33,0,0,0.0,8,2.67,1,0.33,92
volleyball,v1,2021,3,4,21,Championship,88,28,28,MBLCK,,Taylor,Morgan,Taylor Morgan,88,28,28,MBLCK,,40,3,8,2.67,0,11,0.73,0,0.0,0,0,0,0.0,0,0,0.0,4,1.33,1,0.33,136
volleyball,v1,2021,3,4,21,Championship,143,80,80,OUTHT,OPPHT,Holly,Toliver,Holly Toliver,143,80,80,OUTHT,OPPHT,40,3,0,0.0,0,0,0.0,0,0.0,0,1,0,0.0,7,1,0.29,2,0.67,0,0.0,34
volleyball,v1,2021,3,4,21,Championship,68,18,18,OUTHT,,Deja,McClendon,Deja McClendon,68,18,18,OUTHT,,40,3,6,2.0,6,24,0.0,0,0.0,0,0,2,0.67,14,1,0.57,7,2.33,0,0.0,79
volleyball,v1,2021,3,4,21,Championship,89,26,26,SETTR,,Brie,King,Brie King,89,26,26,SETTR,,40,3,1,0.33,0,3,0.33,34,11.33,0,0,0,0.0,0,0,0.0,9,3.0,1,0.33,139
volleyball,v1,2021,3,4,21,Championship,139,42,42,OUTHT,,Symone,Abbott,Symone Abbott,139,42,42,OUTHT,,40,3,9,3.0,2,25,0.28,1,0.33,0,0,0,0.0,33,2,0.39,4,1.33,0,0.0,111
volleyball,v1,2021,3,4,21,Championship,77,4,4,SETTR,,Erica,Handley,Erica Handley,77,4,4,SETTR,,40,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,40
volleyball,v1,2021,3,4,21,Championship,119,27,27,LIB,,Dalianliz,Rosado,Dalianliz Rosado,119,27,27,LIB,,40,3,0,0.0,0,0,0.0,1,0.33,0,0,0,0.0,14,0,0.57,14,4.67,0,0.0,127
volleyball,v1,2021,3,4,21,Championship,70,23,23,MBLCK,,Molly,Lohman,Molly Lohman,70,23,23,MBLCK,,40,3,0,0.0,0,0,0.0,0,0.0,0,1,1,0.33,0,0,0.0,1,0.33,0,0.0,49
volleyball,v1,2021,3,4,21,Championship,78,22,22,OPPHT,,Sareea,Freeman,Sareea Freeman,78,22,22,OPPHT,,40,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,40
volleyball,v1,2021,3,4,21,Championship,112,34,34,SETTR,,Kaylee,Manns,Kaylee Manns,112,34,34,SETTR,,39,3,2,0.67,0,3,0.67,29,9.67,0,0,0,0.0,0,0,0.0,10,3.33,0,0.0,235
volleyball,v1,2021,3,4,21,Championship,144,50,50,MBLCK,,Ci,Michel,Ci Michel,144,50,50,MBLCK,,39,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,140
