sport,api_version,season,seasonId,week_number,game_number,season_type,playerId,uniformNumber,uniformNumberDisplay,primaryPositionLk,secondaryPositionLk,first_name,last_name,full_name,player_id,uniform_number,uniform_number_display,primary_position_lk,secondary_position_lk,team_id,sets_played,kills,kills_per_set,attack_errors,attack_attempts,attack_percentage,assists,assists_per_set,setting_errors,service_errors,service_aces,service_aces_per_set,total_reception_attempts,reception_errors,positive_reception_pct,digs,digs_per_set,blocks,blocks_per_set,au_total_points
volleyball,v1,2021,3,1,6,Championship,132,90,90,OUTHT,,Odina,Aliyeva,Odina Aliyeva,132,90,90,OUTHT,,29,1,0,0.0,0,1,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,140
volleyball,v1,2021,3,1,6,Championship,113,33,33,OPPHT,,Alex,Holston,Alex Holston,113,33,33,OPPHT,,29,3,2,0.67,1,4,0.25,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,144
volleyball,v1,2021,3,1,6,Championship,118,6,6,MBLCK,,Lauren,Gibbemeyer,Lauren Gibbemeyer,118,6,6,MBLCK,,29,3,4,1.33,0,8,0.5,1,0.33,0,1,2,0.67,0,0,0.0,0,0.0,2,0.67,213
volleyball,v1,2021,3,1,6,Championship,112,34,34,SETTR,,Kaylee,Manns,Kaylee Manns,112,34,34,SETTR,,29,3,1,0.33,0,1,1.0,25,8.33,0,2,0,0.0,0,0,0.0,8,2.67,0,0.0,197
volleyball,v1,2021,3,1,6,Championship,59,25,25,OPPHT,,Karsta,Lowe,Karsta Lowe,59,25,25,OPPHT,,29,3,16,5.33,2,27,0.52,0,0.0,0,2,0,0.0,0,0,0.0,4,1.33,2,0.67,332
volleyball,v1,2021,3,1,6,Championship,148,52,52,SETTR,,Kelly,Hunter,Kelly Hunter,148,52,52,SETTR,,29,3,0,0.0,0,0,0.0,6,2.0,0,0,0,0.0,0,0,0.0,3,1.0,0,0.0,161
volleyball,v1,2021,3,1,6,Championship,119,27,27,LIB,,Dalianliz,Rosado,Dalianliz Rosado,119,27,27,LIB,,29,3,0,0.0,0,0,0.0,2,0.67,0,0,0,0.0,32,5,0.47,12,4.0,0,0.0,172
volleyball,v1,2021,3,1,6,Championship,55,10,10,OUTHT,,Jordan,Larson,Jordan Larson,55,10,10,OUTHT,,29,3,12,4.0,1,29,0.38,3,1.0,0,0,1,0.33,8,1,0.75,8,2.67,0,0.0,319
volleyball,v1,2021,3,1,6,Championship,140,41,41,MBLCK,,Taylor,Sandbothe,Taylor Sandbothe,140,41,41,MBLCK,,28,3,5,1.67,1,15,0.27,0,0.0,0,1,2,0.67,0,0,0.0,1,0.33,2,0.67,113
volleyball,v1,2021,3,1,6,Championship,141,14,14,OUTHT,,Leah,Edmond,Leah Edmond,141,14,14,OUTHT,,28,3,9,3.0,1,19,0.42,0,0.0,0,1,3,1.0,29,1,0.55,8,2.67,1,0.33,220
volleyball,v1,2021,3,1,6,Championship,117,17,17,SETTR,,Taylor,Bruns,Taylor Bruns,117,17,17,SETTR,,28,3,0,0.0,1,2,-0.5,28,9.33,0,0,1,0.33,0,0,0.0,7,2.33,0,0.0,103
volleyball,v1,2021,3,1,6,Championship,122,95,95,OPPHT,,Ebony,Nwanebu,Ebony Nwanebu,122,95,95,OPPHT,,28,3,13,4.33,7,30,0.2,1,0.33,0,0,1,0.33,0,0,0.0,7,2.33,0,0.0,108
volleyball,v1,2021,3,1,6,Championship,78,22,22,OPPHT,,Sareea,Freeman,Sareea Freeman,78,22,22,OPPHT,,28,2,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,1,0.5,0,0.0,45
volleyball,v1,2021,3,1,6,Championship,58,7,7,LIB,,Tiffany,Clark,Tiffany Clark,58,7,7,LIB,,28,3,0,0.0,0,0,0.0,1,0.33,0,0,0,0.0,11,1,0.64,7,2.33,0,0.0,78
volleyball,v1,2021,3,1,6,Championship,88,28,28,MBLCK,,Taylor,Morgan,Taylor Morgan,88,28,28,MBLCK,,28,3,1,0.33,0,5,0.2,0,0.0,0,0,0,0.0,0,0,0.0,2,0.67,1,0.33,70
volleyball,v1,2021,3,1,6,Championship,131,26,26,OPPHT,,Erica,Wilson,Erica Wilson,131,26,26,OPPHT,,28,2,0,0.0,0,0,0.0,0,0.0,0,0,1,0.5,0,0,0.0,0,0.0,0,0.0,52
volleyball,v1,2021,3,1,6,Championship,64,8,8,OUTHT,,Cassidy,Lichtman,Cassidy Lichtman,64,8,8,OUTHT,,28,3,5,1.67,3,18,0.11,0,0.0,0,0,1,0.33,19,1,0.84,9,3.0,0,0.0,121
volleyball,v1,2021,3,1,6,Championship,144,50,50,MBLCK,,Ci,Michel,Ci Michel,144,50,50,MBLCK,,28,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,40
volleyball,v1,2021,3,1,6,Championship,66,2,2,SETTR,,Valerie,Nichol,Valerie Nichol,66,2,2,SETTR,,28,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,40
volleyball,v1,2021,3,2,7,Championship,116,40,40,LIB,,Nomaris,Vélez Agosto,Nomaris Vélez Agosto,116,40,40,LIB,,33,3,0,0.0,0,0,0.0,1,0.33,0,0,0,0.0,18,0,0.5,12,4.0,0,0.0,219
volleyball,v1,2021,3,2,7,Championship,74,15,15,MBLCK,,Nia,Grant,Nia Grant,74,15,15,MBLCK,,33,3,1,0.33,0,5,0.2,0,0.0,0,1,0,0.0,0,0,0.0,0,0.0,4,1.33,188
volleyball,v1,2021,3,2,7,Championship,131,26,26,OPPHT,,Erica,Wilson,Erica Wilson,131,26,26,OPPHT,,33,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,140
volleyball,v1,2021,3,2,7,Championship,70,23,23,MBLCK,,Molly,Lohman,Molly Lohman,70,23,23,MBLCK,,33,3,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,140
volleyball,v1,2021,3,2,7,Championship,78,22,22,OPPHT,,Sareea,Freeman,Sareea Freeman,78,22,22,OPPHT,,33,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,140
volleyball,v1,2021,3,2,7,Championship,68,18,18,OUTHT,,Deja,McClendon,Deja McClendon,68,18,18,OUTHT,,33,3,17,5.67,2,33,0.45,0,0.0,0,1,1,0.33,34,2,0.5,7,2.33,1,0.33,353
volleyball,v1,2021,3,2,7,Championship,128,81,81,OUTHT,,Bethania,De La Cruz,Bethania De La Cruz,128,81,81,OUTHT,,33,3,12,4.0,4,27,0.3,0,0.0,0,1,0,0.0,12,0,0.67,10,3.33,0,0.0,246
volleyball,v1,2021,3,2,7,Championship,60,21,21,SETTR,,Amanda,Peterson,Amanda Peterson,60,21,21,SETTR,,33,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,140
volleyball,v1,2021,3,2,7,Championship,121,55,55,MBLCK,,Ali,Bastianelli,Ali Bastianelli,121,55,55,MBLCK,,33,3,5,1.67,2,10,0.3,0,0.0,0,4,1,0.33,0,0,0.0,2,0.67,3,1.0,182
volleyball,v1,2021,3,2,7,Championship,148,52,52,SETTR,,Kelly,Hunter,Kelly Hunter,148,52,52,SETTR,,33,3,1,0.33,0,3,0.33,45,15.0,0,1,1,0.33,0,0,0.0,7,2.33,1,0.33,244
volleyball,v1,2021,3,2,7,Championship,122,95,95,OPPHT,,Ebony,Nwanebu,Ebony Nwanebu,122,95,95,OPPHT,,33,3,13,4.33,3,34,0.29,0,0.0,0,0,0,0.0,0,0,0.0,15,5.0,1,0.33,315
volleyball,v1,2021,3,2,7,Championship,77,4,4,SETTR,,Erica,Handley,Erica Handley,77,4,4,SETTR,,31,2,0,0.0,0,0,0.0,1,0.5,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,41
volleyball,v1,2021,3,2,7,Championship,139,42,42,OUTHT,,Symone,Abbott,Symone Abbott,139,42,42,OUTHT,,31,3,5,1.67,9,25,-0.16,0,0.0,0,0,0,0.0,24,0,0.54,6,2.0,0,0.0,28
volleyball,v1,2021,3,2,7,Championship,150,49,49,MBLCK,,Briana,Holman,Briana Holman,150,49,49,MBLCK,,31,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,40
volleyball,v1,2021,3,2,7,Championship,117,17,17,SETTR,,Taylor,Bruns,Taylor Bruns,117,17,17,SETTR,,31,3,1,0.33,0,7,0.14,36,12.0,0,1,1,0.33,0,0,0.0,6,2.0,0,0.0,118
volleyball,v1,2021,3,2,7,Championship,71,7,7,OUTHT,,Erin,Fairs,Erin Fairs,71,7,7,OUTHT,,31,2,1,0.5,0,6,0.17,0,0.0,0,1,0,0.0,12,3,0.42,1,0.5,1,0.5,31
volleyball,v1,2021,3,2,7,Championship,132,90,90,OUTHT,,Odina,Aliyeva,Odina Aliyeva,132,90,90,OUTHT,,31,3,5,1.67,4,15,0.07,1,0.33,0,1,0,0.0,16,0,0.5,3,1.0,1,0.33,68
volleyball,v1,2021,3,2,7,Championship,118,6,6,MBLCK,,Lauren,Gibbemeyer,Lauren Gibbemeyer,118,6,6,MBLCK,,31,3,7,2.33,3,14,0.29,1,0.33,0,0,1,0.33,0,0,0.0,3,1.0,2,0.67,112
volleyball,v1,2021,3,2,7,Championship,147,77,77,MBLCK,,Cori,Crocker,Cori Crocker,147,77,77,MBLCK,,31,3,1,0.33,1,7,0.0,1,0.33,0,0,0,0.0,0,0,0.0,5,1.67,1,0.33,74
volleyball,v1,2021,3,2,7,Championship,119,27,27,LIB,,Dalianliz,Rosado,Dalianliz Rosado,119,27,27,LIB,,31,3,0,0.0,0,0,0.0,2,0.67,0,0,0,0.0,14,0,0.14,12,4.0,0,0.0,106
volleyball,v1,2021,3,2,7,Championship,67,19,19,OPPHT,,Katie,Carter,Katie Carter,67,19,19,OPPHT,,31,1,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,40
volleyball,v1,2021,3,2,7,Championship,59,25,25,OPPHT,,Karsta,Lowe,Karsta Lowe,59,25,25,OPPHT,,31,3,23,7.67,2,44,0.48,0,0.0,0,0,0,0.0,0,0,0.0,15,5.0,0,0.0,335
volleyball,v1,2021,3,2,8,Championship,144,50,50,MBLCK,,Ci,Michel,Ci Michel,144,50,50,MBLCK,,32,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,80
volleyball,v1,2021,3,2,8,Championship,141,14,14,OUTHT,,Leah,Edmond,Leah Edmond,141,14,14,OUTHT,,32,3,8,2.67,3,22,0.23,0,0.0,0,0,0,0.0,32,3,0.53,15,5.0,2,0.67,205
volleyball,v1,2021,3,2,8,Championship,140,41,41,MBLCK,,Taylor,Sandbothe,Taylor Sandbothe,140,41,41,MBLCK,,32,3,5,1.67,1,19,0.21,1,0.33,0,1,0,0.0,0,0,0.0,0,0.0,4,1.33,149
volleyball,v1,2021,3,2,8,Championship,58,7,7,LIB,,Tiffany,Clark,Tiffany Clark,58,7,7,LIB,,32,3,0,0.0,0,0,0.0,6,2.0,0,0,0,0.0,16,0,0.38,12,4.0,0,0.0,158
volleyball,v1,2021,3,2,8,Championship,56,5,5,MBLCK,,Molly,McCage,Molly McCage,56,5,5,MBLCK,,32,3,10,3.33,0,14,0.71,0,0.0,0,2,0,0.0,0,0,0.0,0,0.0,2,0.67,188
volleyball,v1,2021,3,2,8,Championship,81,16,16,OPPHT,,Sherridan,Atkinson,Sherridan Atkinson,81,16,16,OPPHT,,32,3,15,5.0,3,45,0.27,0,0.0,0,1,0,0.0,0,0,0.0,5,1.67,1,0.33,193
volleyball,v1,2021,3,2,8,Championship,91,24,24,OUTHT,,Aury,Cruz,Aury Cruz,91,24,24,OUTHT,,32,3,6,2.0,4,22,0.09,0,0.0,0,0,0,0.0,17,1,0.59,9,3.0,0,0.0,133
volleyball,v1,2021,3,2,8,Championship,90,13,13,OPPHT,,Sheilla,Castro,Sheilla Castro,90,13,13,OPPHT,,32,1,1,1.0,0,2,0.5,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,88
volleyball,v1,2021,3,2,8,Championship,89,26,26,SETTR,,Brie,King,Brie King,89,26,26,SETTR,,32,3,1,0.33,0,2,0.5,32,10.67,0,0,2,0.67,0,0,0.0,17,5.67,0,0.0,229
volleyball,v1,2021,3,2,8,Championship,112,34,34,SETTR,,Kaylee,Manns,Kaylee Manns,112,34,34,SETTR,,32,1,0,0.0,0,0,0.0,2,2.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,82
volleyball,v1,2021,3,2,8,Championship,113,33,33,OPPHT,,Alex,Holston,Alex Holston,113,33,33,OPPHT,,30,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,100
volleyball,v1,2021,3,2,8,Championship,55,10,10,OUTHT,,Jordan,Larson,Jordan Larson,55,10,10,OUTHT,,30,3,13,4.33,4,35,0.26,4,1.33,0,0,1,0.33,7,0,0.71,16,5.33,0,0.0,302
volleyball,v1,2021,3,2,8,Championship,146,44,44,OPPHT,,Willow,Johnson,Willow Johnson,146,44,44,OPPHT,,30,3,19,6.33,5,47,0.3,1,0.33,0,1,0,0.0,0,0,0.0,7,2.33,1,0.33,292
volleyball,v1,2021,3,2,8,Championship,114,30,30,MBLCK,,Lianna,Sybeldon,Lianna Sybeldon,114,30,30,MBLCK,,30,3,3,1.0,0,10,0.3,0,0.0,0,0,0,0.0,0,0,0.0,4,1.33,1,0.33,156
volleyball,v1,2021,3,2,8,Championship,143,80,80,OUTHT,OPPHT,Holly,Toliver,Holly Toliver,143,80,80,OUTHT,OPPHT,30,1,1,1.0,1,2,0.0,0,0.0,0,0,1,1.0,2,0,0.5,2,2.0,0,0.0,120
volleyball,v1,2021,3,2,8,Championship,149,47,47,MBLCK,,Kristy,Wieser,Kristy Wieser,149,47,47,MBLCK,,30,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,100
volleyball,v1,2021,3,2,8,Championship,88,28,28,MBLCK,,Taylor,Morgan,Taylor Morgan,88,28,28,MBLCK,,30,3,6,2.0,1,11,0.45,0,0.0,0,0,0,0.0,0,0,0.0,1,0.33,1,0.33,153
volleyball,v1,2021,3,2,8,Championship,151,45,45,SETTR,,Kylie,Pickrell,Kylie Pickrell,151,45,45,SETTR,,30,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,100
volleyball,v1,2021,3,2,8,Championship,115,3,3,SETTR,,Samantha,Seliger-Swenson,Samantha Seliger-Swenson,115,3,3,SETTR,,30,3,1,0.33,0,1,1.0,41,13.67,0,0,1,0.33,0,0,0.0,10,3.33,1,0.33,223
volleyball,v1,2021,3,2,8,Championship,120,29,29,OUTHT,OPPHT,Lindsay,Stalzer,Lindsay Stalzer,120,29,29,OUTHT,OPPHT,30,3,5,1.67,4,15,0.07,0,0.0,0,1,1,0.33,27,1,0.48,8,2.67,1,0.33,162
volleyball,v1,2021,3,2,8,Championship,62,1,1,LIB,,Kristen,Tupac,Kristen Tupac,62,1,1,LIB,,30,3,0,0.0,0,0,0.0,2,0.67,0,0,0,0.0,26,1,0.54,18,6.0,0,0.0,208
volleyball,v1,2021,3,2,9,Championship,119,27,27,LIB,,Dalianliz,Rosado,Dalianliz Rosado,119,27,27,LIB,,31,3,0,0.0,0,0,0.0,1,0.33,0,0,0,0.0,13,0,0.54,10,3.33,0,0.0,105
volleyball,v1,2021,3,2,9,Championship,59,25,25,OPPHT,,Karsta,Lowe,Karsta Lowe,59,25,25,OPPHT,,31,3,16,5.33,5,38,0.29,1,0.33,1,0,0,0.0,0,0,0.0,11,3.67,0,0.0,152
volleyball,v1,2021,3,2,9,Championship,132,90,90,OUTHT,,Odina,Aliyeva,Odina Aliyeva,132,90,90,OUTHT,,31,1,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,40
volleyball,v1,2021,3,2,9,Championship,67,19,19,OPPHT,,Katie,Carter,Katie Carter,67,19,19,OPPHT,,31,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,40
volleyball,v1,2021,3,2,9,Championship,150,49,49,MBLCK,,Briana,Holman,Briana Holman,150,49,49,MBLCK,,31,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,40
volleyball,v1,2021,3,2,9,Championship,147,77,77,MBLCK,,Cori,Crocker,Cori Crocker,147,77,77,MBLCK,,31,3,4,1.33,0,8,0.5,0,0.0,0,1,0,0.0,0,0,0.0,5,1.67,3,1.0,125
volleyball,v1,2021,3,2,9,Championship,117,17,17,SETTR,,Taylor,Bruns,Taylor Bruns,117,17,17,SETTR,,31,3,1,0.33,0,3,0.33,42,14.0,0,0,1,0.33,0,0,0.0,9,3.0,0,0.0,147
volleyball,v1,2021,3,2,9,Championship,77,4,4,SETTR,,Erica,Handley,Erica Handley,77,4,4,SETTR,,31,2,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,40
volleyball,v1,2021,3,2,9,Championship,71,7,7,OUTHT,,Erin,Fairs,Erin Fairs,71,7,7,OUTHT,,31,3,12,4.0,6,32,0.19,1,0.33,0,0,1,0.33,13,0,0.69,13,4.33,1,0.33,172
volleyball,v1,2021,3,2,9,Championship,139,42,42,OUTHT,,Symone,Abbott,Symone Abbott,139,42,42,OUTHT,,31,3,7,2.33,4,26,0.12,0,0.0,0,2,0,0.0,42,2,0.62,12,4.0,0,0.0,120
volleyball,v1,2021,3,2,9,Championship,118,6,6,MBLCK,,Lauren,Gibbemeyer,Lauren Gibbemeyer,118,6,6,MBLCK,,31,3,9,3.0,0,13,0.69,0,0.0,0,1,1,0.33,0,0,0.0,1,0.33,3,1.0,197
volleyball,v1,2021,3,2,9,Championship,115,3,3,SETTR,,Samantha,Seliger-Swenson,Samantha Seliger-Swenson,115,3,3,SETTR,,30,3,1,0.33,1,5,0.0,37,12.33,0,1,2,0.67,0,0,0.0,7,2.33,1,0.33,256
volleyball,v1,2021,3,2,9,Championship,120,29,29,OUTHT,OPPHT,Lindsay,Stalzer,Lindsay Stalzer,120,29,29,OUTHT,OPPHT,30,3,9,3.0,1,21,0.38,0,0.0,0,0,0,0.0,28,2,0.43,10,3.33,1,0.33,262
volleyball,v1,2021,3,2,9,Championship,62,1,1,LIB,,Kristen,Tupac,Kristen Tupac,62,1,1,LIB,,30,3,0,0.0,0,0,0.0,3,1.0,0,0,0,0.0,23,0,0.78,18,6.0,0,0.0,269
volleyball,v1,2021,3,2,9,Championship,114,30,30,MBLCK,,Lianna,Sybeldon,Lianna Sybeldon,114,30,30,MBLCK,,30,3,9,3.0,0,15,0.6,0,0.0,0,0,0,0.0,0,0,0.0,5,1.67,3,1.0,273
volleyball,v1,2021,3,2,9,Championship,143,80,80,OUTHT,OPPHT,Holly,Toliver,Holly Toliver,143,80,80,OUTHT,OPPHT,30,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,140
volleyball,v1,2021,3,2,9,Championship,55,10,10,OUTHT,,Jordan,Larson,Jordan Larson,55,10,10,OUTHT,,30,3,15,5.0,6,38,0.24,2,0.67,0,0,0,0.0,13,1,0.77,12,4.0,2,0.67,342
volleyball,v1,2021,3,2,9,Championship,149,47,47,MBLCK,,Kristy,Wieser,Kristy Wieser,149,47,47,MBLCK,,30,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,140
volleyball,v1,2021,3,2,9,Championship,113,33,33,OPPHT,,Alex,Holston,Alex Holston,113,33,33,OPPHT,,30,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,140
volleyball,v1,2021,3,2,9,Championship,151,45,45,SETTR,,Kylie,Pickrell,Kylie Pickrell,151,45,45,SETTR,,30,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,140
volleyball,v1,2021,3,2,9,Championship,146,44,44,OPPHT,,Willow,Johnson,Willow Johnson,146,44,44,OPPHT,,30,3,12,4.0,4,37,0.22,0,0.0,0,0,0,0.0,0,0,0.0,5,1.67,1,0.33,225
volleyball,v1,2021,3,2,9,Championship,88,28,28,MBLCK,,Taylor,Morgan,Taylor Morgan,88,28,28,MBLCK,,30,3,1,0.33,3,9,-0.22,0,0.0,0,1,0,0.0,0,0,0.0,1,0.33,2,0.67,133
volleyball,v1,2021,3,2,10,Championship,128,81,81,OUTHT,,Bethania,De La Cruz,Bethania De La Cruz,128,81,81,OUTHT,,33,3,13,4.33,1,36,0.33,1,0.33,0,1,0,0.0,14,2,0.5,11,3.67,2,0.67,314
volleyball,v1,2021,3,2,10,Championship,121,55,55,MBLCK,,Ali,Bastianelli,Ali Bastianelli,121,55,55,MBLCK,,33,3,6,2.0,1,9,0.56,1,0.33,0,3,1,0.33,0,0,0.0,5,1.67,0,0.0,190
volleyball,v1,2021,3,2,10,Championship,116,40,40,LIB,,Nomaris,Vélez Agosto,Nomaris Vélez Agosto,116,40,40,LIB,,33,3,0,0.0,0,0,0.0,1,0.33,0,0,0,0.0,13,0,0.62,10,3.33,0,0.0,207
volleyball,v1,2021,3,2,10,Championship,74,15,15,MBLCK,,Nia,Grant,Nia Grant,74,15,15,MBLCK,,33,2,3,1.5,1,6,0.33,0,0.0,0,0,0,0.0,0,0,0.0,2,1.0,1,0.5,174
volleyball,v1,2021,3,2,10,Championship,131,26,26,OPPHT,,Erica,Wilson,Erica Wilson,131,26,26,OPPHT,,33,2,4,2.0,4,11,0.0,0,0.0,0,0,0,0.0,12,0,0.25,1,0.5,0,0.0,135
volleyball,v1,2021,3,2,10,Championship,78,22,22,OPPHT,,Sareea,Freeman,Sareea Freeman,78,22,22,OPPHT,,33,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,140
volleyball,v1,2021,3,2,10,Championship,148,52,52,SETTR,,Kelly,Hunter,Kelly Hunter,148,52,52,SETTR,,33,3,3,1.0,0,4,0.75,33,11.0,0,0,0,0.0,0,0,0.0,8,2.67,3,1.0,313
volleyball,v1,2021,3,2,10,Championship,122,95,95,OPPHT,,Ebony,Nwanebu,Ebony Nwanebu,122,95,95,OPPHT,,33,3,11,3.67,3,33,0.24,0,0.0,0,0,0,0.0,0,0,0.0,8,2.67,2,0.67,316
volleyball,v1,2021,3,2,10,Championship,60,21,21,SETTR,,Amanda,Peterson,Amanda Peterson,60,21,21,SETTR,,33,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,140
volleyball,v1,2021,3,2,10,Championship,68,18,18,OUTHT,,Deja,McClendon,Deja McClendon,68,18,18,OUTHT,,33,2,0,0.0,5,9,-0.56,0,0.0,0,2,0,0.0,15,2,0.67,5,2.5,1,0.5,97
volleyball,v1,2021,3,2,10,Championship,70,23,23,MBLCK,,Molly,Lohman,Molly Lohman,70,23,23,MBLCK,,33,3,0,0.0,1,1,-1.0,1,0.33,0,0,1,0.33,0,0,0.0,2,0.67,0,0.0,151
volleyball,v1,2021,3,2,10,Championship,90,13,13,OPPHT,,Sheilla,Castro,Sheilla Castro,90,13,13,OPPHT,,32,3,0,0.0,2,8,-0.25,0,0.0,0,1,0,0.0,0,0,0.0,4,1.33,0,0.0,28
volleyball,v1,2021,3,2,10,Championship,89,26,26,SETTR,,Brie,King,Brie King,89,26,26,SETTR,,32,3,0,0.0,0,0,0.0,29,9.67,0,0,1,0.33,0,0,0.0,12,4.0,2,0.67,165
volleyball,v1,2021,3,2,10,Championship,56,5,5,MBLCK,,Molly,McCage,Molly McCage,56,5,5,MBLCK,,32,3,9,3.0,3,20,0.3,0,0.0,0,1,0,0.0,0,0,0.0,0,0.0,3,1.0,104
volleyball,v1,2021,3,2,10,Championship,141,14,14,OUTHT,,Leah,Edmond,Leah Edmond,141,14,14,OUTHT,,32,3,11,3.67,5,28,0.21,0,0.0,0,0,2,0.67,33,2,0.45,16,5.33,0,0.0,178
volleyball,v1,2021,3,2,10,Championship,140,41,41,MBLCK,,Taylor,Sandbothe,Taylor Sandbothe,140,41,41,MBLCK,,32,3,0,0.0,2,5,-0.4,1,0.33,0,2,0,0.0,0,0,0.0,5,1.67,3,1.0,62
volleyball,v1,2021,3,2,10,Championship,58,7,7,LIB,,Tiffany,Clark,Tiffany Clark,58,7,7,LIB,,32,3,0,0.0,0,0,0.0,2,0.67,0,0,0,0.0,16,0,0.63,11,3.67,0,0.0,117
volleyball,v1,2021,3,2,10,Championship,144,50,50,MBLCK,,Ci,Michel,Ci Michel,144,50,50,MBLCK,,32,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,40
volleyball,v1,2021,3,2,10,Championship,81,16,16,OPPHT,,Sherridan,Atkinson,Sherridan Atkinson,81,16,16,OPPHT,,32,3,6,2.0,2,19,0.21,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,1,0.33,76
volleyball,v1,2021,3,2,10,Championship,112,34,34,SETTR,,Kaylee,Manns,Kaylee Manns,112,34,34,SETTR,,32,1,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,40
volleyball,v1,2021,3,2,10,Championship,91,24,24,OUTHT,,Aury,Cruz,Aury Cruz,91,24,24,OUTHT,,32,3,9,3.0,3,24,0.25,0,0.0,0,1,1,0.33,11,0,0.45,4,1.33,0,0.0,110
volleyball,v1,2021,3,2,11,Championship,91,24,24,OUTHT,,Aury,Cruz,Aury Cruz,91,24,24,OUTHT,,32,3,10,3.33,1,23,0.39,0,0.0,0,1,2,0.67,9,0,0.78,9,3.0,0,0.0,383
volleyball,v1,2021,3,2,11,Championship,112,34,34,SETTR,,Kaylee,Manns,Kaylee Manns,112,34,34,SETTR,,32,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,180
volleyball,v1,2021,3,2,11,Championship,144,50,50,MBLCK,,Ci,Michel,Ci Michel,144,50,50,MBLCK,,32,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,180
volleyball,v1,2021,3,2,11,Championship,81,16,16,OPPHT,,Sherridan,Atkinson,Sherridan Atkinson,81,16,16,OPPHT,,32,3,7,2.33,2,21,0.24,0,0.0,0,0,0,0.0,0,0,0.0,14,4.67,1,0.33,294
volleyball,v1,2021,3,2,11,Championship,56,5,5,MBLCK,,Molly,McCage,Molly McCage,56,5,5,MBLCK,,32,3,11,3.67,1,17,0.59,0,0.0,0,1,0,0.0,0,0,0.0,0,0.0,0,0.0,248
volleyball,v1,2021,3,2,11,Championship,58,7,7,LIB,,Tiffany,Clark,Tiffany Clark,58,7,7,LIB,,32,3,0,0.0,0,0,0.0,1,0.33,0,0,0,0.0,16,1,0.38,9,3.0,0,0.0,226
volleyball,v1,2021,3,2,11,Championship,90,13,13,OPPHT,,Sheilla,Castro,Sheilla Castro,90,13,13,OPPHT,,32,3,0,0.0,0,0,0.0,0,0.0,0,1,0,0.0,0,0,0.0,0,0.0,0,0.0,172
